"","tool","run","parameter","moment","value"
"578","nm7","19","THETA2","estimate","21.6616"
"579","nm7","19","THETA2","prse",NA
"580","nm7","19","THETA3","estimate","0.065731"
"581","nm7","19","THETA3","prse",NA
"582","nm7","19","THETA4","estimate","3.88615"
"583","nm7","19","THETA4","prse",NA
"584","nm7","19","THETA5","estimate","107.856"
"585","nm7","19","THETA5","prse",NA
"586","nm7","19","THETA6","estimate","1.17954"
"587","nm7","19","THETA6","prse",NA
"588","nm7","19","THETA7","estimate","1.66335"
"589","nm7","19","THETA7","prse",NA
"590","nm7","20","prob","text","20 phase1 2 CMT like 1004 but diff. initial on V3"
"591","nm7","20","min","status","0"
"592","nm7","20","ofv","estimate","2802.19504805009"
"593","nm7","20","OMEGA1.1","estimate","0.217041"
"594","nm7","20","OMEGA1.1","prse",NA
"595","nm7","20","OMEGA2.1","estimate","0"
"596","nm7","20","OMEGA2.1","prse",NA
"597","nm7","20","OMEGA2.2","estimate","0.0847562"
"598","nm7","20","OMEGA2.2","prse",NA
"599","nm7","20","OMEGA3.1","estimate","0"
"600","nm7","20","OMEGA3.1","prse",NA
"601","nm7","20","OMEGA3.2","estimate","0"
"602","nm7","20","OMEGA3.2","prse",NA
"603","nm7","20","OMEGA3.3","estimate","0.133431"
"604","nm7","20","OMEGA3.3","prse",NA
"605","nm7","20","SIGMA1.1","estimate","0.0619264"
"606","nm7","20","SIGMA1.1","prse",NA
"607","nm7","20","THETA1","estimate","8.24881"
"608","nm7","20","THETA1","prse",NA
"609","nm7","20","THETA2","estimate","23.3316"
"610","nm7","20","THETA2","prse",NA
"611","nm7","20","THETA3","estimate","0.0727681"
"612","nm7","20","THETA3","prse",NA
"613","nm7","20","THETA4","estimate","4.29262"
"614","nm7","20","THETA4","prse",NA
"615","nm7","20","THETA5","estimate","108.55"
"616","nm7","20","THETA5","prse",NA
"617","nm7","20","THETA6","estimate","0.991989"
"618","nm7","20","THETA6","prse",NA
"619","nm7","20","THETA7","estimate","1.87384"
"620","nm7","20","THETA7","prse",NA
"621","nm7","21","prob","text","21 phase1 2 CMT like 1004 but diff. initial on V3"
"622","nm7","21","min","status","0"
"623","nm7","21","ofv","estimate","2627.10954696465"
"624","nm7","21","OMEGA1.1","estimate","0.14162"
"625","nm7","21","OMEGA1.1","prse",NA
"626","nm7","21","OMEGA2.1","estimate","0"
"627","nm7","21","OMEGA2.1","prse",NA
"628","nm7","21","OMEGA2.2","estimate","0.127757"
"629","nm7","21","OMEGA2.2","prse",NA
"630","nm7","21","OMEGA3.1","estimate","0"
"631","nm7","21","OMEGA3.1","prse",NA
"632","nm7","21","OMEGA3.2","estimate","0"
"633","nm7","21","OMEGA3.2","prse",NA
"634","nm7","21","OMEGA3.3","estimate","0.0915647"
"635","nm7","21","OMEGA3.3","prse",NA
"636","nm7","21","SIGMA1.1","estimate","0.0579519"
"637","nm7","21","SIGMA1.1","prse",NA
"638","nm7","21","THETA1","estimate","8.0235"
"639","nm7","21","THETA1","prse",NA
"640","nm7","21","THETA2","estimate","20.7425"
"641","nm7","21","THETA2","prse",NA
"642","nm7","21","THETA3","estimate","0.0653764"
"643","nm7","21","THETA3","prse",NA
"644","nm7","21","THETA4","estimate","3.4939"
"645","nm7","21","THETA4","prse",NA
"646","nm7","21","THETA5","estimate","87.5294"
"647","nm7","21","THETA5","prse",NA
"648","nm7","21","THETA6","estimate","1.05194"
"649","nm7","21","THETA6","prse",NA
"650","nm7","21","THETA7","estimate","1.15832"
"651","nm7","21","THETA7","prse",NA
"652","nm7","22","prob","text","22 phase1 2 CMT like 1004 but diff. initial on V3"
"653","nm7","22","min","status","0"
"654","nm7","22","ofv","estimate","2890.50607268876"
"655","nm7","22","OMEGA1.1","estimate","0.176545"
"656","nm7","22","OMEGA1.1","prse",NA
"657","nm7","22","OMEGA2.1","estimate","0"
"658","nm7","22","OMEGA2.1","prse",NA
"659","nm7","22","OMEGA2.2","estimate","0.189047"
"660","nm7","22","OMEGA2.2","prse",NA
"661","nm7","22","OMEGA3.1","estimate","0"
"662","nm7","22","OMEGA3.1","prse",NA
"663","nm7","22","OMEGA3.2","estimate","0"
"664","nm7","22","OMEGA3.2","prse",NA
"665","nm7","22","OMEGA3.3","estimate","0.107576"
"666","nm7","22","OMEGA3.3","prse",NA
"667","nm7","22","SIGMA1.1","estimate","0.0740993"
"668","nm7","22","SIGMA1.1","prse",NA
"669","nm7","22","THETA1","estimate","7.89776"
"670","nm7","22","THETA1","prse",NA
"671","nm7","22","THETA2","estimate","20.4459"
"672","nm7","22","THETA2","prse",NA
"673","nm7","22","THETA3","estimate","0.0578695"
"674","nm7","22","THETA3","prse",NA
"675","nm7","22","THETA4","estimate","3.23506"
"676","nm7","22","THETA4","prse",NA
"677","nm7","22","THETA5","estimate","119.183"
"678","nm7","22","THETA5","prse",NA
"679","nm7","22","THETA6","estimate","1.11326"
"680","nm7","22","THETA6","prse",NA
"681","nm7","22","THETA7","estimate","1.90275"
"682","nm7","22","THETA7","prse",NA
"683","nm7","23","prob","text","23 phase1 2 CMT like 1004 but diff. initial on V3"
"684","nm7","23","min","status","0"
"685","nm7","23","ofv","estimate","2052.75404709161"
"686","nm7","23","OMEGA1.1","estimate","0.255249"
"687","nm7","23","OMEGA1.1","prse",NA
"688","nm7","23","OMEGA2.1","estimate","0"
"689","nm7","23","OMEGA2.1","prse",NA
"690","nm7","23","OMEGA2.2","estimate","0.117812"
"691","nm7","23","OMEGA2.2","prse",NA
"692","nm7","23","OMEGA3.1","estimate","0"
"693","nm7","23","OMEGA3.1","prse",NA
"694","nm7","23","OMEGA3.2","estimate","0"
"695","nm7","23","OMEGA3.2","prse",NA
"696","nm7","23","OMEGA3.3","estimate","0.154317"
"697","nm7","23","OMEGA3.3","prse",NA
"698","nm7","23","SIGMA1.1","estimate","0.0707594"
"699","nm7","23","SIGMA1.1","prse",NA
"700","nm7","23","THETA1","estimate","10.1014"
"701","nm7","23","THETA1","prse",NA
"702","nm7","23","THETA2","estimate","21.9589"
"703","nm7","23","THETA2","prse",NA
"704","nm7","23","THETA3","estimate","0.0653522"
"705","nm7","23","THETA3","prse",NA
"706","nm7","23","THETA4","estimate","3.8215"
"707","nm7","23","THETA4","prse",NA
"708","nm7","23","THETA5","estimate","107.26"
"709","nm7","23","THETA5","prse",NA
"710","nm7","23","THETA6","estimate","1.14245"
"711","nm7","23","THETA6","prse",NA
"712","nm7","23","THETA7","estimate","1.00224"
"713","nm7","23","THETA7","prse",NA
"714","nm7","24","prob","text","24 phase1 2 CMT like 1004 but diff. initial on V3"
"715","nm7","24","min","status","0"
"716","nm7","24","ofv","estimate","2700.22102883421"
"717","nm7","24","OMEGA1.1","estimate","0.222152"
"718","nm7","24","OMEGA1.1","prse",NA
"719","nm7","24","OMEGA2.1","estimate","0"
"720","nm7","24","OMEGA2.1","prse",NA
"721","nm7","24","OMEGA2.2","estimate","0.150796"
"722","nm7","24","OMEGA2.2","prse",NA
"723","nm7","24","OMEGA3.1","estimate","0"
"724","nm7","24","OMEGA3.1","prse",NA
"725","nm7","24","OMEGA3.2","estimate","0"
"726","nm7","24","OMEGA3.2","prse",NA
"727","nm7","24","OMEGA3.3","estimate","0.0802412"
"728","nm7","24","OMEGA3.3","prse",NA
"729","nm7","24","SIGMA1.1","estimate","0.0620866"
"730","nm7","24","SIGMA1.1","prse",NA
"731","nm7","24","THETA1","estimate","8.03216"
"732","nm7","24","THETA1","prse",NA
"733","nm7","24","THETA2","estimate","21.3865"
"734","nm7","24","THETA2","prse",NA
"735","nm7","24","THETA3","estimate","0.0699756"
"736","nm7","24","THETA3","prse",NA
"737","nm7","24","THETA4","estimate","4.06167"
"738","nm7","24","THETA4","prse",NA
"739","nm7","24","THETA5","estimate","86.1296"
"740","nm7","24","THETA5","prse",NA
"741","nm7","24","THETA6","estimate","1.16889"
"742","nm7","24","THETA6","prse",NA
"743","nm7","24","THETA7","estimate","1.96239"
"744","nm7","24","THETA7","prse",NA
"745","nm7","25","prob","text","25 phase1 2 CMT like 1004 but diff. initial on V3"
"746","nm7","25","min","status","0"
"747","nm7","25","ofv","estimate","2517.57417511427"
"748","nm7","25","OMEGA1.1","estimate","0.261712"
"749","nm7","25","OMEGA1.1","prse",NA
"750","nm7","25","OMEGA2.1","estimate","0"
"751","nm7","25","OMEGA2.1","prse",NA
"752","nm7","25","OMEGA2.2","estimate","0.128776"
"753","nm7","25","OMEGA2.2","prse",NA
"754","nm7","25","OMEGA3.1","estimate","0"
"755","nm7","25","OMEGA3.1","prse",NA
"756","nm7","25","OMEGA3.2","estimate","0"
"757","nm7","25","OMEGA3.2","prse",NA
"758","nm7","25","OMEGA3.3","estimate","0.130532"
"759","nm7","25","OMEGA3.3","prse",NA
"760","nm7","25","SIGMA1.1","estimate","0.0607034"
"761","nm7","25","SIGMA1.1","prse",NA
"762","nm7","25","THETA1","estimate","8.72911"
"763","nm7","25","THETA1","prse",NA
"764","nm7","25","THETA2","estimate","23.7989"
"765","nm7","25","THETA2","prse",NA
"766","nm7","25","THETA3","estimate","0.0709985"
"767","nm7","25","THETA3","prse",NA
"768","nm7","25","THETA4","estimate","4.24431"
"769","nm7","25","THETA4","prse",NA
"770","nm7","25","THETA5","estimate","128.927"
"771","nm7","25","THETA5","prse",NA
"772","nm7","25","THETA6","estimate","1.07131"
"773","nm7","25","THETA6","prse",NA
"774","nm7","25","THETA7","estimate","1.67524"
"775","nm7","25","THETA7","prse",NA
"776","nm7","26","prob","text","26 phase1 2 CMT like 1004 but diff. initial on V3"
"777","nm7","26","min","status","0"
"778","nm7","26","ofv","estimate","2163.98022700856"
"779","nm7","26","OMEGA1.1","estimate","0.260337"
"780","nm7","26","OMEGA1.1","prse",NA
"781","nm7","26","OMEGA2.1","estimate","0"
"782","nm7","26","OMEGA2.1","prse",NA
"783","nm7","26","OMEGA2.2","estimate","0.132488"
"784","nm7","26","OMEGA2.2","prse",NA
"785","nm7","26","OMEGA3.1","estimate","0"
"786","nm7","26","OMEGA3.1","prse",NA
"787","nm7","26","OMEGA3.2","estimate","0"
"788","nm7","26","OMEGA3.2","prse",NA
"789","nm7","26","OMEGA3.3","estimate","0.137707"
"790","nm7","26","OMEGA3.3","prse",NA
"791","nm7","26","SIGMA1.1","estimate","0.0772999"
"792","nm7","26","SIGMA1.1","prse",NA
"793","nm7","26","THETA1","estimate","8.49386"
"794","nm7","26","THETA1","prse",NA
"795","nm7","26","THETA2","estimate","18.8921"
"796","nm7","26","THETA2","prse",NA
"797","nm7","26","THETA3","estimate","0.0683689"
"798","nm7","26","THETA3","prse",NA
"799","nm7","26","THETA4","estimate","3.7076"
"800","nm7","26","THETA4","prse",NA
"801","nm7","26","THETA5","estimate","94.2547"
"802","nm7","26","THETA5","prse",NA
"803","nm7","26","THETA6","estimate","1.1187"
"804","nm7","26","THETA6","prse",NA
"805","nm7","26","THETA7","estimate","1.31658"
"806","nm7","26","THETA7","prse",NA
"807","nm7","27","prob","text","27 phase1 2 CMT like 1004 but diff. initial on V3"
"808","nm7","27","min","status","0"
"809","nm7","27","ofv","estimate","2630.10423387319"
"810","nm7","27","OMEGA1.1","estimate","0.29022"
"811","nm7","27","OMEGA1.1","prse",NA
"812","nm7","27","OMEGA2.1","estimate","0"
"813","nm7","27","OMEGA2.1","prse",NA
"814","nm7","27","OMEGA2.2","estimate","0.139128"
"815","nm7","27","OMEGA2.2","prse",NA
"816","nm7","27","OMEGA3.1","estimate","0"
"817","nm7","27","OMEGA3.1","prse",NA
"818","nm7","27","OMEGA3.2","estimate","0"
"819","nm7","27","OMEGA3.2","prse",NA
"820","nm7","27","OMEGA3.3","estimate","0.0918717"
"821","nm7","27","OMEGA3.3","prse",NA
"822","nm7","27","SIGMA1.1","estimate","0.0581638"
"823","nm7","27","SIGMA1.1","prse",NA
"824","nm7","27","THETA1","estimate","7.55441"
"825","nm7","27","THETA1","prse",NA
"826","nm7","27","THETA2","estimate","22.4352"
"827","nm7","27","THETA2","prse",NA
"828","nm7","27","THETA3","estimate","0.066806"
"829","nm7","27","THETA3","prse",NA
"830","nm7","27","THETA4","estimate","3.91412"
"831","nm7","27","THETA4","prse",NA
"832","nm7","27","THETA5","estimate","141.694"
"833","nm7","27","THETA5","prse",NA
"834","nm7","27","THETA6","estimate","1.01533"
"835","nm7","27","THETA6","prse",NA
"836","nm7","27","THETA7","estimate","1.9959"
"837","nm7","27","THETA7","prse",NA
"838","nm7","28","prob","text","28 phase1 2 CMT like 1004 but diff. initial on V3"
"839","nm7","28","min","status","0"
"840","nm7","28","ofv","estimate","2501.90688999741"
"841","nm7","28","OMEGA1.1","estimate","0.16497"
"842","nm7","28","OMEGA1.1","prse",NA
"843","nm7","28","OMEGA2.1","estimate","0"
"844","nm7","28","OMEGA2.1","prse",NA
"845","nm7","28","OMEGA2.2","estimate","0.116527"
"846","nm7","28","OMEGA2.2","prse",NA
"847","nm7","28","OMEGA3.1","estimate","0"
"848","nm7","28","OMEGA3.1","prse",NA
"849","nm7","28","OMEGA3.2","estimate","0"
"850","nm7","28","OMEGA3.2","prse",NA
"851","nm7","28","OMEGA3.3","estimate","0.137138"
"852","nm7","28","OMEGA3.3","prse",NA
"853","nm7","28","SIGMA1.1","estimate","0.0647311"
"854","nm7","28","SIGMA1.1","prse",NA
"855","nm7","28","THETA1","estimate","7.79005"
"856","nm7","28","THETA1","prse",NA
"857","nm7","28","THETA2","estimate","22.6191"
"858","nm7","28","THETA2","prse",NA
"859","nm7","28","THETA3","estimate","0.0719122"
"860","nm7","28","THETA3","prse",NA
"861","nm7","28","THETA4","estimate","4.18911"
"862","nm7","28","THETA4","prse",NA
"863","nm7","28","THETA5","estimate","112.712"
"864","nm7","28","THETA5","prse",NA
"865","nm7","28","THETA6","estimate","1.00076"
"866","nm7","28","THETA6","prse",NA
"867","nm7","28","THETA7","estimate","1.73357"
"868","nm7","28","THETA7","prse",NA
"869","nm7","29","prob","text","29 phase1 2 CMT like 1004 but diff. initial on V3"
"870","nm7","29","min","status","0"
"871","nm7","29","ofv","estimate","2134.48095874426"
"872","nm7","29","OMEGA1.1","estimate","0.214499"
"873","nm7","29","OMEGA1.1","prse",NA
"874","nm7","29","OMEGA2.1","estimate","0"
"875","nm7","29","OMEGA2.1","prse",NA
"876","nm7","29","OMEGA2.2","estimate","0.129987"
"877","nm7","29","OMEGA2.2","prse",NA
"878","nm7","29","OMEGA3.1","estimate","0"
"879","nm7","29","OMEGA3.1","prse",NA
"880","nm7","29","OMEGA3.2","estimate","0"
"881","nm7","29","OMEGA3.2","prse",NA
"882","nm7","29","OMEGA3.3","estimate","0.0922467"
"883","nm7","29","OMEGA3.3","prse",NA
"884","nm7","29","SIGMA1.1","estimate","0.0773566"
"885","nm7","29","SIGMA1.1","prse",NA
"886","nm7","29","THETA1","estimate","9.56074"
"887","nm7","29","THETA1","prse",NA
"888","nm7","29","THETA2","estimate","21.8194"
"889","nm7","29","THETA2","prse",NA
"890","nm7","29","THETA3","estimate","0.0635265"
"891","nm7","29","THETA3","prse",NA
"892","nm7","29","THETA4","estimate","3.65582"
"893","nm7","29","THETA4","prse",NA
"894","nm7","29","THETA5","estimate","102.899"
"895","nm7","29","THETA5","prse",NA
"896","nm7","29","THETA6","estimate","0.924898"
"897","nm7","29","THETA6","prse",NA
"898","nm7","29","THETA7","estimate","1.49774"
"899","nm7","29","THETA7","prse",NA
"900","nm7","30","prob","text","30 phase1 2 CMT like 1004 but diff. initial on V3"
"901","nm7","30","min","status","0"
"902","nm7","30","ofv","estimate","2450.2342359873"
"903","nm7","30","OMEGA1.1","estimate","0.208583"
"904","nm7","30","OMEGA1.1","prse",NA
"905","nm7","30","OMEGA2.1","estimate","0"
"906","nm7","30","OMEGA2.1","prse",NA
"907","nm7","30","OMEGA2.2","estimate","0.0911977"
"908","nm7","30","OMEGA2.2","prse",NA
"909","nm7","30","OMEGA3.1","estimate","0"
"910","nm7","30","OMEGA3.1","prse",NA
"911","nm7","30","OMEGA3.2","estimate","0"
"912","nm7","30","OMEGA3.2","prse",NA
"913","nm7","30","OMEGA3.3","estimate","0.0854586"
"914","nm7","30","OMEGA3.3","prse",NA
"915","nm7","30","SIGMA1.1","estimate","0.0717324"
"916","nm7","30","SIGMA1.1","prse",NA
"917","nm7","30","THETA1","estimate","9.79106"
"918","nm7","30","THETA1","prse",NA
"919","nm7","30","THETA2","estimate","22.9901"
"920","nm7","30","THETA2","prse",NA
"921","nm7","30","THETA3","estimate","0.0692996"
"922","nm7","30","THETA3","prse",NA
"923","nm7","30","THETA4","estimate","3.98281"
"924","nm7","30","THETA4","prse",NA
"925","nm7","30","THETA5","estimate","138.985"
"926","nm7","30","THETA5","prse",NA
"927","nm7","30","THETA6","estimate","0.913825"
"928","nm7","30","THETA6","prse",NA
"929","nm7","30","THETA7","estimate","1.09924"
"930","nm7","30","THETA7","prse",NA
"931","nm7","31","prob","text","31 phase1 2 CMT like 1004 but diff. initial on V3"
"932","nm7","31","min","status","0"
"933","nm7","31","ofv","estimate","2467.53684567227"
"934","nm7","31","OMEGA1.1","estimate","0.189656"
"935","nm7","31","OMEGA1.1","prse",NA
"936","nm7","31","OMEGA2.1","estimate","0"
"937","nm7","31","OMEGA2.1","prse",NA
"938","nm7","31","OMEGA2.2","estimate","0.108792"
"939","nm7","31","OMEGA2.2","prse",NA
"940","nm7","31","OMEGA3.1","estimate","0"
"941","nm7","31","OMEGA3.1","prse",NA
"942","nm7","31","OMEGA3.2","estimate","0"
"943","nm7","31","OMEGA3.2","prse",NA
"944","nm7","31","OMEGA3.3","estimate","0.127762"
"945","nm7","31","OMEGA3.3","prse",NA
"946","nm7","31","SIGMA1.1","estimate","0.0672012"
"947","nm7","31","SIGMA1.1","prse",NA
"948","nm7","31","THETA1","estimate","7.47109"
"949","nm7","31","THETA1","prse",NA
"950","nm7","31","THETA2","estimate","22.5413"
"951","nm7","31","THETA2","prse",NA
"952","nm7","31","THETA3","estimate","0.0675373"
"953","nm7","31","THETA3","prse",NA
"954","nm7","31","THETA4","estimate","3.8785"
"955","nm7","31","THETA4","prse",NA
"956","nm7","31","THETA5","estimate","128.335"
"957","nm7","31","THETA5","prse",NA
"958","nm7","31","THETA6","estimate","1.24226"
"959","nm7","31","THETA6","prse",NA
"960","nm7","31","THETA7","estimate","1.47507"
"961","nm7","31","THETA7","prse",NA
"962","nm7","32","prob","text","32 phase1 2 CMT like 1004 but diff. initial on V3"
"963","nm7","32","min","status","0"
"964","nm7","32","ofv","estimate","2356.48766680589"
"965","nm7","32","OMEGA1.1","estimate","0.175995"
"966","nm7","32","OMEGA1.1","prse",NA
"967","nm7","32","OMEGA2.1","estimate","0"
"968","nm7","32","OMEGA2.1","prse",NA
"969","nm7","32","OMEGA2.2","estimate","0.0935358"
"970","nm7","32","OMEGA2.2","prse",NA
"971","nm7","32","OMEGA3.1","estimate","0"
"972","nm7","32","OMEGA3.1","prse",NA
"973","nm7","32","OMEGA3.2","estimate","0"
"974","nm7","32","OMEGA3.2","prse",NA
"975","nm7","32","OMEGA3.3","estimate","0.0627863"
"976","nm7","32","OMEGA3.3","prse",NA
"977","nm7","32","SIGMA1.1","estimate","0.0655955"
"978","nm7","32","SIGMA1.1","prse",NA
"979","nm7","32","THETA1","estimate","7.57254"
"980","nm7","32","THETA1","prse",NA
"981","nm7","32","THETA2","estimate","19.7578"
"982","nm7","32","THETA2","prse",NA
"983","nm7","32","THETA3","estimate","0.0673309"
"984","nm7","32","THETA3","prse",NA
"985","nm7","32","THETA4","estimate","3.39673"
"986","nm7","32","THETA4","prse",NA
"987","nm7","32","THETA5","estimate","80.29"
"988","nm7","32","THETA5","prse",NA
"989","nm7","32","THETA6","estimate","1.1902"
"990","nm7","32","THETA6","prse",NA
"991","nm7","32","THETA7","estimate","1.57003"
"992","nm7","32","THETA7","prse",NA
"993","nm7","33","prob","text","33 phase1 2 CMT like 1004 but diff. initial on V3"
"994","nm7","33","min","status","0"
"995","nm7","33","ofv","estimate","2206.17037761119"
"996","nm7","33","OMEGA1.1","estimate","0.223874"
"997","nm7","33","OMEGA1.1","prse",NA
"998","nm7","33","OMEGA2.1","estimate","0"
"999","nm7","33","OMEGA2.1","prse",NA
"1000","nm7","33","OMEGA2.2","estimate","0.081962"
"1001","nm7","33","OMEGA2.2","prse",NA
"1002","nm7","33","OMEGA3.1","estimate","0"
"1003","nm7","33","OMEGA3.1","prse",NA
"1004","nm7","33","OMEGA3.2","estimate","0"
"1005","nm7","33","OMEGA3.2","prse",NA
"1006","nm7","33","OMEGA3.3","estimate","0.139476"
"1007","nm7","33","OMEGA3.3","prse",NA
"1008","nm7","33","SIGMA1.1","estimate","0.0699583"
"1009","nm7","33","SIGMA1.1","prse",NA
"1010","nm7","33","THETA1","estimate","8.33994"
"1011","nm7","33","THETA1","prse",NA
"1012","nm7","33","THETA2","estimate","21.7602"
"1013","nm7","33","THETA2","prse",NA
"1014","nm7","33","THETA3","estimate","0.0709711"
"1015","nm7","33","THETA3","prse",NA
"1016","nm7","33","THETA4","estimate","4.44067"
"1017","nm7","33","THETA4","prse",NA
"1018","nm7","33","THETA5","estimate","119.167"
"1019","nm7","33","THETA5","prse",NA
"1020","nm7","33","THETA6","estimate","1.06951"
"1021","nm7","33","THETA6","prse",NA
"1022","nm7","33","THETA7","estimate","1.31928"
"1023","nm7","33","THETA7","prse",NA
"1024","nm7","34","prob","text","34 phase1 2 CMT like 1004 but diff. initial on V3"
"1025","nm7","34","min","status","0"
"1026","nm7","34","ofv","estimate","2358.2276129352"
"1027","nm7","34","OMEGA1.1","estimate","0.322758"
"1028","nm7","34","OMEGA1.1","prse",NA
"1029","nm7","34","OMEGA2.1","estimate","0"
"1030","nm7","34","OMEGA2.1","prse",NA
"1031","nm7","34","OMEGA2.2","estimate","0.116283"
"1032","nm7","34","OMEGA2.2","prse",NA
"1033","nm7","34","OMEGA3.1","estimate","0"
"1034","nm7","34","OMEGA3.1","prse",NA
"1035","nm7","34","OMEGA3.2","estimate","0"
"1036","nm7","34","OMEGA3.2","prse",NA
"1037","nm7","34","OMEGA3.3","estimate","0.0726174"
"1038","nm7","34","OMEGA3.3","prse",NA
"1039","nm7","34","SIGMA1.1","estimate","0.0727383"
"1040","nm7","34","SIGMA1.1","prse",NA
